PhoId|MulId|MulPfadS|MulDateiS|filename
87993|191304|M_DIG\M_DIG6000-6999\M_DIG6900-6999|lm_dig6957|Web, rum A - Livrustkammaren - 87993.tif
43019|193674|M_A\M_A02000-02999\M_A02100-02199|LN_A02165_002165|Bourgonet Greenwich - Livrustkammaren - 43019.tif
746|208575|M_B\M_B04000-04999\M_B04500-04599|LN_B04580_007460|Mässhake - Livrustkammaren - 746.tif
7920|188478|M_DIG\M_DIG2000-2999\M_DIG2800-2899|lm_dig2821|Dokumentation, utställning, Skor ger mer år 2007 - Livrustkammaren - 7920.tif
85826|187126|M_DIG\M_DIG1000-1999\M_DIG1800-1899|hm_dig1873|Julkort - Hallwylska museet - 85826.tif
43024|193763|M_A\M_A02000-02999\M_A02200-02299|LN_A02215_002215|Bröstharnesk - Livrustkammaren - 43024.tif
86489|189503|M_DIG\M_DIG4000-4999\M_DIG4300-4399|sm_dig4375|Exteriörbilder. Vinter - Skoklosters slott - 86489.tif
2808|195269|M_O\M_O0000-00999\M_O00000-00099|LN_O00009_028090|Fotografi av målning - P - Livrustkammaren - 2808.tif
87539|190972|M_DIG\M_DIG6000-6999\M_DIG6700-6799|lm_dig6721|Till boken - utställningen Kunglig Vintage - Livrustkammaren - 87539.tif
43746|202140|M_B\M_B06000-06999\M_B06500-06599|LN_B06555_009435|Officersvärja, Tyskland ca 1625-1630, begagnad av Gustav II Adolf i slaget vid Lützen 1632 - Livrustkammaren - 43746.tif
51759|201502|M_B\M_B01000-01999\M_B01000-01099|LN_B01086_003966|Trepaneringsborr, använd vid trepaneringen av friherre George Carl von Döbeln (1758-1820) 1791 - Livrustkammaren - 51759.tif
50987|187301|M_DIG\M_DIG2000-2999\M_DIG2000-2099|lm_dig2010|Dokumentation, utställningen "5 Crossings Borders" år 2005-2006 - Livrustkammaren - 50987.tif
68512|191862|M_A\M_A00000-00999\M_A00200-00299|LN_A00268_000268|Pilkoger - Livrustkammaren - 68512.tif
17227|192593|M_A\M_A01000-01999\M_A01000-01099|LN_A01062_001062|Tornerschabrak - Livrustkammaren - 17227.tif
38478|104960|M_T\M_T00000-00999\M_T00600-00699|lm_t00691|Kommendervärja, Sverige 1715-1718, e.u. använd av Karl XII vid Fredrikshald 1718 - Livrustkammaren - 38478.tif
8194|188044|M_DIG\M_DIG2000-2999\M_DIG2700-2799|lm_dig2754|Pressbild, utställningen "Skor ger mer" år 2007 - Livrustkammaren - 8194.tif
87914|191209|M_DIG\M_DIG6000-6999\M_DIG6800-6899|hm_dig6879|Interiör stora salongen - Hallwylska museet - 87914.tif
90441|191489|M_DIG\M_DIG7000-7999\M_DIG7100-7199|hm_dig7183|Fajans, tallrik, 1777 - Hallwylska museet - 90441.tif
17267|192978|M_A\M_A01000-01999\M_A01400-01499|LN_A01462_001462|Linnestrumpa, strövling - Livrustkammaren - 17267.tif
17514|201468|M_B\M_B01000-01999\M_B01000-01099|LN_B01052_003932|Hjullåspistol, Suhl, 1600-talets början - Livrustkammaren - 17514.tif
87954|191264|M_DIG\M_DIG6000-6999\M_DIG6900-6999|lm_dig6917|Rum A - Livrustkammaren - 87954.tif
60780|200700|M_B\M_B05000-05999\M_B05600-05699|LN_B05687_008567|Kruttyg - Livrustkammaren - 60780.tif
56612|194950|M_T\M_T10000-10999\M_T10800-10899|hm_t010853|Porslin - Hallwylska museet - 56612.tif
77147|192561|M_A\M_A01000-01999\M_A01000-01099|LN_A01029_001029|Harnesksmed, sluten hjälm - Livrustkammaren - 77147.tif
35663|197184|M_B\M_B11000-11999\M_B11300-11399|LN_B11314_014194|Kors, kraschaner o kedjor, Norska Lejonets o St Olavsordnarna - Livrustkammaren - 35663.tif
5025|70959|M_T\M_T08000-08999\M_T08600-08699|hm_t08627|Dukat bord. Matsalen - Hallwylska museet - 5025.tif
60946|202925|M_B\M_B07000-07999\M_B07300-07399|LN_B07347_B10227|Slöjdyxa - Livrustkammaren - 60946.tif
89074|189088|M_DIG\M_DIG3000-3999\M_DIG3400-3499|hm_dig3458|Walther von Hallwyl, fotografi - Hallwylska museet - 89074.tif
7876|186779|M_DIG\M_DIG1000-1999\M_DIG1300-1399|lm_dig1372|Utställning, "Prinsessor", år 2005 - Livrustkammaren - 7876.jpg
26041|201120|M_B\M_B00000-00999\M_B00700-00799|LN_B00703_003583|Sabel, kilij, Osmanska riket - karabelafäste - Livrustkammaren - 26041.tif
35268|202941|M_B\M_B07000-07999\M_B07300-07399|LN_B07364_B10244|Snapplåsbössa med rörlig pipa för 11 laddningar bakom varandra, espingol, fängkrutsmagasin - Livrustkammaren - 35268.tif
13750|194819|M_T\M_T10000-10999\M_T10200-10299|hm_t10268|Rubelli - Utställning - Hallwylska museet - 13750.tif
71301|22507|M_O\M_O0000-00999\M_O00000-00099|LN_O00077_028158|Teckningar av Karl XII från gravöppningen - Livrustkammaren - 71301.tif
18172|203178|M_B\M_B07000-07999\M_B07600-07699|LN_B07632_010512|Javanesisk kris - Livrustkammaren - 18172.tif
77449|201585|M_B\M_B01000-01999\M_B01100-01199|LN_B01169_004049|Standar Karl XIs namnchiffer - Livrustkammaren - 77449.tif
69520|203035|M_B\M_B07000-07999\M_B07400-07499|LN_B07468_010348|Teckning av prinsessan Eugenies vagga - Livrustkammaren - 69520.tif
34861|207390|M_B\M_B03000-03999\M_B03200-03299|LN_B03284_006164|Flintlåslodbössa, David Bars, Stockholm ca 1730, låset ändrat till slaglås - Livrustkammaren - 34861.tif
76691|190550|M_DIG\M_DIG6000-6999\M_DIG6100-6199|lm_dig6183_15248|Bruddiadem, Louise - Livrustkammaren - 76691.tif
43202|201537|M_B\M_B01000-01999\M_B01100-01199|LN_B01115_003995|Dragonkompanifana vid Ingermanländska dragonkompaniet - Livrustkammaren - 43202.tif
48158|185869|M_DIG\M_DIG0000-0999\M_DIG0300-0399|lm_dig0359|Värjfäste - Livrustkammaren - 48158.tif
35898|199421|M_B\M_B13000-13999\M_B13600-13699|LN_B13664_016544|Axelgehäng - guldbroderi - Livrustkammaren - 35898.tif
27046|196500|M_B\M_B10000-10999\M_B10700-10799|LN_B10753_013633|Kappa av brunaktig grå, oskuren sammet, som tillhört Karl X Gustav (1622-1660) - Livrustkammaren - 27046.tif
1214|205273|M_B\M_B09000-09999\M_B09200-09299|LN_B09270_012150|Vasaordens klenod - Livrustkammaren - 1214.tif
87991|191302|M_DIG\M_DIG6000-6999\M_DIG6900-6999|lm_dig6955|Web, rum D - Livrustkammaren - 87991.tif
17325|193556|M_A\M_A02000-02999\M_A02000-02099|LN_A02042_002042|Sabel general - Livrustkammaren - 17325.tif
77105|192266|M_A\M_A00000-00999\M_A00600-00699|LN_A00609_000609|Bröstplåt Ryssland - Livrustkammaren - 77105.tif
87244|189982|M_DIG\M_DIG4000-4999\M_DIG4800-4899|hm_dig4883_9999|Dansprogram hängandes från fingret på dam i balklänning - Hallwylska museet - 87244.tif
210|193682|M_A\M_A02000-02999\M_A02100-02199|LN_A02100_002100|Spärrsadel - Livrustkammaren - 210.tif
42839|191916|M_A\M_A00000-00999\M_A00300-00399|LN_A00365_000365|Flagga - Livrustkammaren - 42839.tif
85531|190259|M_DIG\M_DIG5000-5999\M_DIG5100-5199|lm_dig5197_26161|Bomsadel - Livrustkammaren - 85531.tif
18471|196470|M_B\M_B10000-10999\M_B10600-10699|LN_B10622_013502|Briljanterat Serafimerkors, Skattkammaren 26: 5 - Livrustkammaren - 18471.tif
90557|191606|M_DIG\M_DIG7000-7999\M_DIG7200-7299|hm_dig7298|Fajans, borduppsats, baksida, 1760 - Hallwylska museet - 90557.tif
77339|199885|M_B\M_B00000-00999\M_B00000-00099|LN_B00069_002949|Hjullåspistoler - Livrustkammaren - 77339.tif
35185|202120|M_B\M_B06000-06999\M_B06500-06599|LN_B06534_009414|Linnestrumpa buren av Gustav II Adolf i slaget vid Lützen - Livrustkammaren - 35185.tif
26693|202801|M_B\M_B07000-07999\M_B07200-07299|LN_B07223_010103|Bardisan för drottning Kristinas drabanter m: 1646, tillverkad vid Jäders bruk - Livrustkammaren - 26693.tif
17906|208967|M_B\M_B04000-04999\M_B04900-04999|LN_B04972_007852|Ämbetsmannavärja, 1800-talets början, fäste Frankrike , klinga Toledo , ämbetsman inom landsstaten - Livrustkammaren - 17906.tif
25733|192115|M_A\M_A00000-00999\M_A00500-00599|LN_A00503_000503|Fältbindel indo-persisk - Livrustkammaren - 25733.tif
89046|189177|M_DIG\M_DIG3000-3999\M_DIG3500-3599|lm_dig3569|Doptäcke. Till boken Kanonsalut och vaggor - kungliga födslar och dop av Lena Rangström - Livrustkammaren - 89046.tif
17125|185419|M_A\M_A00000-00999\M_A00000-00099|LN_A00042_000042|Flintlåsbössor - Livrustkammaren - 17125.tif
34734|206017|M_B\M_B02000-02999\M_B02000-02099|LN_B02014_004894|Dolk, efterliknande landsknektsdolk, Tyskland ca 1840-1850 - Livrustkammaren - 34734.tif
42441|188610|M_DIG\M_DIG2000-2999\M_DIG2900-2999|lm_dig2981|Detalj, Gustav II Adolfs värja - Livrustkammaren - 42441.tif
87952|191262|M_DIG\M_DIG6000-6999\M_DIG6900-6999|lm_dig6915|Rum A - Livrustkammaren - 87952.tif
87592|188862|M_DIG\M_DIG3000-3999\M_DIG3200-3299|hm_dig3234|Reprofotografi av bild från resealbum, i samband med utställningen Ardmore på Hallwyl - Hallwylska museet - 87592.tif
9793|205460|M_B\M_B09000-09999\M_B09400-09499|LN_B09461_012341|Helbild mitra - Livrustkammaren - 9793.tif
86509|189565|M_DIG\M_DIG4000-4999\M_DIG4300-4399|sm_dig4390|Exteriörbilder. Vår - Skoklosters slott - 86509.tif
87953|191263|M_DIG\M_DIG6000-6999\M_DIG6900-6999|lm_dig6916|Rum A - Livrustkammaren - 87953.tif
87916|191211|M_DIG\M_DIG6000-6999\M_DIG6800-6899|hm_dig6881|Detalj stora salongen - Hallwylska museet - 87916.tif
21711|194582|M_T\M_T04000-04999\M_T04200-04299|hm_t04249|Katalogen - katalogverket - Hallwylska museet - 21711.tif
7237|187874|M_DIG\M_DIG2000-2999\M_DIG2500-2599|lm_dig2580|Klänningsliv, drottning Kristina - Livrustkammaren - 7237.tif
25731|192075|M_A\M_A00000-00999\M_A00400-00499|LN_A00483_000483|Ägrett - Livrustkammaren - 25731.tif
76364|186777|M_DIG\M_DIG1000-1999\M_DIG1300-1399|lm_dig1370|Utställning, "Prinsessor", år 2005 - Livrustkammaren - 76364.jpg
56740|186263|M_DIG\M_DIG0000-0999\M_DIG0700-0799|lm_dig0792|Sabel från Persien - Livrustkammaren - 56740.tif
61419|197980|M_B\M_B12000-12999\M_B12000-12099|LN_B12077_014957|Elefantorden - Livrustkammaren - 61419.tif
87156|189948|M_DIG\M_DIG4000-4999\M_DIG4700-4799|hm_dig4795_6945|Tallrik 6 - Hallwylska museet - 87156.tif
60484|206837|M_B\M_B02000-02999\M_B02700-02799|LN_B02727_005607|Ordenstecken för militär kommendör med stora korset av Guelferorden, Hannover - Livrustkammaren - 60484.tif
17443|200262|M_B\M_B00000-00999\M_B00300-00399|LN_B00342_003222|Fredrikshamns- och Svensksundsmedaljen av guld, 6½ storleken, Sverige 1790 - Livrustkammaren - 17443.tif
1052|203217|M_B\M_B07000-07999\M_B07600-07699|LN_B07640_010520|Flintlåspistol, D. G. De Foullois, Paris ca 1650-1660 - Livrustkammaren - 1052.tif
77495|204653|M_B\M_B01000-01999\M_B01600-01699|LN_B01629_004509|Pilspets till s.k. dalpil, Sverige, 1500-talets början - Livrustkammaren - 77495.tif
39666|187447|M_DIG\M_DIG2000-2999\M_DIG2100-2199|lm_dig2162|Detalj slaglåsstudsare - Livrustkammaren - 39666.jpg
17649|206524|M_B\M_B02000-02999\M_B02400-02499|LN_B02402_005282|Hillebard - Livrustkammaren - 17649.tif
26105|203922|M_B\M_B01000-01999\M_B01300-01399|LN_B01343_004223|Fana för Tranemo socken i Kinds härad - Livrustkammaren - 26105.tif
86991|189791|M_DIG\M_DIG4000-4999\M_DIG4600-4699|hm_dig4627|Reprofoto. Gruppbild. Tjänstefolket. Pro Patria-medaljörerna - Hallwylska museet - 86991.tif
85515|190179|M_DIG\M_DIG5000-5999\M_DIG5000-5099|lm_dig5095_27880|Rem - Livrustkammaren - 85515.tif
51687|200285|M_B\M_B00000-00999\M_B00300-00399|LN_B00366_003246|Hjälm, pott (ca 1600-1650) - Livrustkammaren - 51687.tif
1655|199337|M_B\M_B13000-13999\M_B13600-13699|LN_B13680_016560|Axelgehäng - grå kamlott - Livrustkammaren - 1655.tif
17641|206309|M_B\M_B02000-02999\M_B02300-02399|LN_B02322_005202|Bardisan - Livrustkammaren - 17641.tif
48217|187340|M_DIG\M_DIG2000-2999\M_DIG2000-2099|lm_dig2089|Flintlåspistoler - Livrustkammaren - 48217.jpg
18523|196874|M_B\M_B11000-11999\M_B11100-11199|LN_B11142_014022|Kedja, tecken o kraschan Norska Lejonets orden - Livrustkammaren - 18523.tif
22488|185964|M_DIG\M_DIG0000-0999\M_DIG0400-0499|lm_dig0456|Detalj fäste - Livrustkammaren - 22488.tif
27218|198273|M_B\M_B12000-12999\M_B12400-12499|LN_B12473_015353|Bomsadel. Använd av Karl X Gustav vid drottning Kristinas kröning, 1650-10-20 - Livrustkammaren - 27218.tif
68966|205828|M_B\M_B01000-01999\M_B01900-01999|LN_B01928_004808|Halvtoffel för man - Livrustkammaren - 68966.tif
43506|208213|M_B\M_B04000-04999\M_B04100-04199|LN_B04155_007035|Pagesadel med samhörande stigbyglar, överklädsel nr 6166, Simon Jüterbock ca 1650 - Livrustkammaren - 43506.tif
44081|206399|M_B\M_B09000-09999\M_B09900-09999|LN_B09905_012785|Skjorta tillverkad för Oskar II till regeringsjubileet 1897, S. Berendt J:r & Co, Stockholm - Livrustkammaren - 44081.tif
9335|208876|M_B\M_B04000-04999\M_B04800-04899|LN_B04881_007761|Sabel, fäste Tyskland 1700-talets mitt , Klingan 1700-talet - Livrustkammaren - 9335.tif
61138|205270|M_B\M_B09000-09999\M_B09200-09299|LN_B09267_012147|Officersbardisan, leksak, miniatyr - Livrustkammaren - 61138.tif
43906|203735|M_B\M_B08000-08999\M_B08100-08199|LN_B08155_011035|Flintlåsbössa, Alexandre Masson, Paris 1660-tal'. Ur franska gåvan 1673 - Livrustkammaren - 43906.tif
87069|189904|M_DIG\M_DIG4000-4999\M_DIG4700-4799|hm_dig4708_6944|Vänskapskopp med fat - Hallwylska museet - 87069.tif
51862|206117|M_B\M_B02000-02999\M_B02100-02199|LN_B02116_004996|Hirschfängare - Livrustkammaren - 51862.tif
13961|187058|M_DIG\M_DIG1000-1999\M_DIG1600-1699|lm_dig1645|Ask med patroner - Livrustkammaren - 13961.jpg
51882|206320|M_B\M_B02000-02999\M_B02300-02399|LN_B02316_005196|Korsgevär för underofficer, Sverige, 1720-1750 - Livrustkammaren - 51882.tif
68908|203927|M_B\M_B01000-01999\M_B01300-01399|LN_B01348_004228|Kompanifana vid Livgardet - Livrustkammaren - 68908.tif
26800|203872|M_B\M_B08000-08999\M_B08200-08299|LN_B08293_011173|Plåtlivjacka, 1500-talets mitt, troligen Arboga - Livrustkammaren - 26800.tif
69231|208573|M_B\M_B04000-04999\M_B04500-04599|LN_B04578_007458|Mässhake I H S - Livrustkammaren - 69231.tif
76669|187303|M_DIG\M_DIG2000-2999\M_DIG2000-2099|lm_dig2012|Dokumentation, utställningen "5 Crossings Borders" år 2005-2006 - Livrustkammaren - 76669.tif
9822|205950|M_B\M_B09000-09999\M_B09700-09799|LN_B09751_012631|Skinn - Livrustkammaren - 9822.tif
90371|191528|M_DIG\M_DIG7000-7999\M_DIG7100-7199|hm_dig7122|Fajans, fat, 1600-tal - Hallwylska museet - 90371.tif
51586|193736|M_A\M_A02000-02999\M_A02200-02299|LN_A02236_002236|Rock - Livrustkammaren - 51586.tif
89244|188666|M_DIG\M_DIG3000-3999\M_DIG3000-3099|hm_dig3090|Porslin. Figurin - Hallwylska museet - 89244.tif
67852|185515|M_DIG\M_DIG0000-0999\M_DIG0000-0099|lm_dig0009|Pressbild, utställning Made in Sweden, år 2003 - Livrustkammaren - 67852.tif
16439|186780|M_DIG\M_DIG1000-1999\M_DIG1300-1399|lm_dig1373|Utställning, "Prinsessor", år 2005 - Livrustkammaren - 16439.jpg
470|205694|M_B\M_B01000-01999\M_B01800-01899|LN_B01820_004700|Hjullås, Italien, 1600-talets första hälft - Livrustkammaren - 470.tif
49108|187527|M_DIG\M_DIG2000-2999\M_DIG2200-2299|lm_dig2239_27416-17|Stövlar - Livrustkammaren - 49108.tif
87243|189981|M_DIG\M_DIG4000-4999\M_DIG4800-4899|hm_dig4882_13377|Balkänning. Detalj. Midjan - Hallwylska museet - 87243.tif
7941|185790|M_DIG\M_DIG0000-0999\M_DIG0200-0299|lm_dig0275|Dokumentation, utställning, Gustav Vasa tur och retur, år 2004 - Livrustkammaren - 7941.jpg
86521|189603|M_DIG\M_DIG4000-4999\M_DIG4400-4499|sm_dig4400|Interiör. Butiken - Skoklosters slott - 86521.tif
52373|202804|M_B\M_B07000-07999\M_B07200-07299|LN_B07226_010106|Medaljong, broderad, från drottning Kristinas kröningshimmel - Livrustkammaren - 52373.tif
26045|201158|M_B\M_B00000-00999\M_B00700-00799|LN_B00743_003623|Målskjutningsarmborst, Tyskland 1646 - Livrustkammaren - 26045.tif
87484|190895|M_DIG\M_DIG6000-6999\M_DIG6600-6699|lm_dig6600|Hjullåsstudsare - Paulus Weller - Firearms III - Livrustkammaren - 87484.tif
44205|196877|M_B\M_B11000-11999\M_B11100-11199|LN_B11145_014025|Frimurarvärja G A Reuterholm - Livrustkammaren - 44205.tif
17694|206955|M_B\M_B02000-02999\M_B02800-02899|LN_B02852_005732|Hjälm till Pfalzgreve Johan Casimirs begravningsrustning 1652 - Livrustkammaren - 17694.tif
56266|194635|M_T\M_T07000-07999\M_T07300-07399|hm_t07383|Rökrummet, ljust - Hallwylska museet - 56266.tif
78113|203392|M_B\M_B07000-07999\M_B07800-07899|LN_B07809_010689|Två spiro o riksäpple ur Schlosser, Schatzkammer Wien - Livrustkammaren - 78113.tif
207|193584|M_A\M_A02000-02999\M_A02000-02099|LN_A02070_002070|Bröstharnesk - Livrustkammaren - 207.tif
52755|196796|M_B\M_B11000-11999\M_B11000-11099|LN_B11046_013926|Kröningsklänning - Livrustkammaren - 52755.tif
51802|204440|M_B\M_B01000-01999\M_B01500-01599|LN_B01516_004396|Navaja, fällkniv, Valero Junior, Spanien, Zaragosa, 1800-tal - Livrustkammaren - 51802.tif
66222|187492|M_DIG\M_DIG2000-2999\M_DIG2200-2299|lm_dig2204_27129|Undersida sko - Livrustkammaren - 66222.tif
61156|205446|M_B\M_B09000-09999\M_B09400-09499|LN_B09447_012327|Halskrage. Del av helrustning använd 1660 vid Gustav Horn af Kankas begravning - Livrustkammaren - 61156.tif
27222|198336|M_B\M_B12000-12999\M_B12500-12599|LN_B12513_015393|Bomsadel, Frankrike, 1650-talet av isabellafärgad sammet - Livrustkammaren - 27222.tif
68516|191926|M_A\M_A00000-00999\M_A00300-00399|LN_A00308_000308|Jaktväska - Livrustkammaren - 68516.tif
86478|191093|M_DIG\M_DIG6000-6999\M_DIG6400-6499|lm_dig6443_21694|Jakthatt Karl XV - Livrustkammaren - 86478.tif
35378|204226|M_B\M_B08000-08999\M_B08400-08499|LN_B08464_011344|Flintlåsbössa, Jacob Nussbaum, Stockholm, 1780-talet, låset ändrat till slaglås - Livrustkammaren - 35378.tif
77584|206629|M_B\M_B02000-02999\M_B02500-02599|LN_B02519_005399|Tvåhandssvärd, amiralssvärd, Vira bruk 1750 - Livrustkammaren - 77584.tif
9961|196873|M_B\M_B11000-11999\M_B11100-11199|LN_B11141_014021|Norska Lejonets orden tecken - Livrustkammaren - 9961.tif
89239|188662|M_DIG\M_DIG3000-3999\M_DIG3000-3099|hm_dig3086|Porslin. Figurin. Amor som sacramuccia - Hallwylska museet - 89239.tif
34752|206238|M_B\M_B02000-02999\M_B02100-02199|LN_B02194_005074|Pukfana, täcke - Livrustkammaren - 34752.tif
22104|194696|M_T\M_T08000-08999\M_T08100-08199|hm_t08179|Dockskåpsutställning - Hallwylska museet - 22104.tif
48218|187401|M_DIG\M_DIG2000-2999\M_DIG2100-2199|lm_dig2104|Detalj snapplåslodbössa, v sida - Livrustkammaren - 48218.jpg
50979|185642|M_DIG\M_DIG0000-0999\M_DIG0100-0199|lm_dig0125|Dokumentation, Installation, Umeå Universitet , Livrustkammarens basutställning år 2003 - Livrustkammaren - 50979.tif
77394|201034|M_B\M_B00000-00999\M_B00600-00699|LN_B00619_003499|Huvudlag, Osmanska riket - Livrustkammaren - 77394.tif
68801|200195|M_B\M_B00000-00999\M_B00200-00299|LN_B00278_003158|Sköld, kalkan, Turkiet-Persien - Livrustkammaren - 68801.tif
87485|190896|M_DIG\M_DIG6000-6999\M_DIG6600-6699|lm_dig6601|Gustav V´s sista broderi - Extern nyfotografering för Sofieros slott - Livrustkammaren - 87485.tif
90440|191488|M_DIG\M_DIG7000-7999\M_DIG7100-7199|hm_dig7182|Fajan, stop, 1700-tal - Hallwylska museet - 90440.tif
17985|200770|M_B\M_B05000-05999\M_B05700-05799|LN_B05762_008642|Flintlåsbössa, Adam Anton Gerhard, Stockholm, 1740-tal - Livrustkammaren - 17985.tif
18142|202910|M_B\M_B07000-07999\M_B07300-07399|LN_B07332_B10212|Brynsten - Livrustkammaren - 18142.tif
25887|193557|M_A\M_A02000-02999\M_A02000-02099|LN_A02043_002043|Rustningshandske tornering - Livrustkammaren - 25887.tif
43303|206126|M_B\M_B02000-02999\M_B02100-02199|LN_B02125_005005|Detalj klingdekor hirschfängare - Livrustkammaren - 43303.tif
77908|200767|M_B\M_B05000-05999\M_B05700-05799|LN_B05759_008639|Slagsnapplåslodbössor - Livrustkammaren - 77908.tif
33606|188481|M_DIG\M_DIG2000-2999\M_DIG2800-2899|lm_dig2824|Dokumentation, utställning, Skor ger mer år 2007 - Livrustkammaren - 33606.tif
14932|187821|M_DIG\M_DIG2000-2999\M_DIG2500-2599|lm_dig2525|Detalj stock hjullåsstudsare, v sida - Livrustkammaren - 14932.jpg
35253|202777|M_B\M_B07000-07999\M_B07200-07299|LN_B07214_010094|Damhatt, sorghatt som tillhört hertiginnan Teresia av Dalarna, Hilma Malmström Stockholm - Livrustkammaren - 35253.tif
633|207503|M_B\M_B03000-03999\M_B03400-03499|LN_B03450_006330|Sorghalskappa för häst, Sverige-Norge - Livrustkammaren - 633.tif
5393|186936|M_DIG\M_DIG1000-1999\M_DIG1500-1599|lm_dig1528|Brännjärn för hästar (Strömsholm) - Livrustkammaren - 5393.tif
887|201003|M_B\M_B05000-05999\M_B05900-05999|LN_B05990_008870|Pansarhuva, Persien, 1500-talets mitt - Livrustkammaren - 887.tif
86025|190667|M_DIG\M_DIG6000-6999\M_DIG6300-6399|lm_dig6305_4164|Hirsfängare Neapel, F Bourgeois - Livrustkammaren - 86025.tif
85990|189333|M_DIG\M_DIG4000-4999\M_DIG4000-4099|hm_dig4007|Recept-Annanaspudding - Hallwylska museet - 85990.tif
13155|70529|M_T\M_T04000-04999\M_T04300-04399|lm_t04308_5359|Pojkvärja, Frankrike eller Italien ca 1660 - Livrustkammaren - 13155.tif
69728|205551|M_B\M_B09000-09999\M_B09500-09599|LN_B09548_012428|Snapplåslodbössa - Livrustkammaren - 69728.tif
17296|193268|M_A\M_A01000-01999\M_A01700-01799|LN_A01752_001752|Stridshammarstav-hjullåspistol - Livrustkammaren - 17296.tif
69496|202806|M_B\M_B07000-07999\M_B07200-07299|LN_B07228_010108|Bardisan-Sponton, Tyskland 1679 - Livrustkammaren - 69496.tif
60654|208428|M_B\M_B04000-04999\M_B04400-04499|LN_B04427_007307|Kanslihäroldskåpa från 1800-talets början - Livrustkammaren - 60654.tif
43433|207528|M_B\M_B03000-03999\M_B03400-03499|LN_B03425_006305|Schabrak - Livrustkammaren - 43433.tif
42948|192971|M_A\M_A01000-01999\M_A01400-01499|LN_A01455_001455|Vaxduk ur Lützenminnena - Livrustkammaren - 42948.tif
17647|206382|M_B\M_B02000-02999\M_B02300-02399|LN_B02382_005262|Stångbett av förtent stål, 1600-talets början - Livrustkammaren - 17647.tif
