KueId|KueVorNameS|KueNameS|KudDatierungS|KudJahrVonL|KudJahrBisL|KudOrtS|KudLandS|KueFunktionS|ObjId
31594|J|Widerberg||||||Bössmed, urmakare|40198
31600|Mauritz|Widforss||||||Vapenhandlare|65969;40722
31608||Widmark||||||inspektor|41786
31634||Vielle||||||bössmed|41159
31641|Johannes|Wiesel||||||optiker|31729
31650|Bror Pehr|Wigert||||||fänrik|37263
31653|August|Viggander||||||herr|43588
31672|Olof|Wihlborg||||||guldsmed|37028;24666
31675||Wilhelm III av England (Storbritannien)|1650-11-14  -  1702-03-08|1650|1702|Haag|Holland|kung|55528
31679||Wilhelm II av Tyskland||||||kejsare|43616
31684|Johan|Wijkman||||||Konstnär|53319;53447;53395;53325;53618;68555;64775;53434;53449;53422;53525;53426;53273;53441;53282;53443;53433;53539;53286;53432;53446
31691|Anders|Wiklund||||||fotograf|138
31699|Fredrik William|Wikström||||||bössmed|47117;46233;46234;49552
31700|Petter William|Wikström||||||bössmed|60909;46234;46233
31741||Wilhelm av Sachsen-Weimar||||||hertig|32730
31759||Wilhelm, hertig av Södermanland|*17.6.1884|1884||Tullgarns slott|Sverige|prins av Sverige|42407
31791|Ernst Magnus von|Willebrand||||||friherre|42534
31792|Johan Reinhold von|Willebrand||||||Friherre|40766
31860|Katsumasa|Yutaokisuke||||||pipsmed|53866
31913|Olof Jonsson|Winquist||||||bössmed|51100
31941|Arvid|Virgin|14.8.1757 - 1.3.1840|1757|1840|Gränna|Sverige|Konteramiral|40886
31948|Peter|Wirsberg (Weiersberg)||||||klingsmed|46556
31949|Wilhelm|Wirsberg (Weyersberg)||||||klingsmed|41744
31950|Johannes|Wirsberg (Wirsberger)||||||klingsmed|40628;42001
31961|Carl Johan af|Wirsén||||||viceamiral|46527
31964|Madeleine af|Wirsén||||||fröken|46527
31993|Witte Corneliszoon de|Witt (Witte, With)||||||amiral|22939
32037||Wilhelm IV av Hessen-Cassel||||||markgreve|41876;41949
32038||Vivier||||||bössmed|41193
32040||Vladislav IV av Polen||||||kung|59186;59187;28408;59191;52108;60007;60016;60008;31771
32041||Wilhelm I av Würtemberg||||||kung|46769
32059|Sigismund|Vogel||||||kopparstickare|34338;34339
32063|Daniel|Vogelsang, Fogelsang||||||bössmed|44043
32070|Jörgen Herman|Vogt||||||Statsråd|37108
32109|Hubert|Woldemarsson||||||pärlstickare|68043
32111|Johan Christopher|Wolf (Wolff)||||||stockmakare|39538;46496;42914
32139|Johann|Wolffer auf Berg||||||klingsmed|40603
32150|Barthel|Volkland|||||||28412
32158|Oscar|Wollert||||||ingenjör|47087
32195||Woodrow|||||||16017
32254|Carl Gustaf|Wrangel||||||greve, fältmarskalk|23532;32843;22937;21861;21990;21900;31111;31110;23406;22939;32609;32293;22936;24490;22938;22998;23240;23241;21992;28409;21991;39632;21420;24353;24376;24356;28404;23011;21912;32837;33096;30728;24407;22657;24195;26974;24196;21790;23497;32777;23230;32775;23239;22044;26653;32282;26655;22942;22042;22000;24349;39510;27110;21889;21416;21419;28004;21737;41923;31640;32285;21923;23007;23004;32259;22940;23008;27218;24933
32258|Herman|Wrangel||||||riksråd, fältmarskalk|23518;23520;23522;23525;23526;23507;23512;23513;36453;23515;23516;26655
32261|Margareta Juliana|Wrangel||||||grevinna|23091
32284|Carl Fabian|Wrede||||||friherre|55193
32285|Fabian Jakob|Wrede||||||friherre, general (greve)|50212
32286|Henrik|Wrede||||||ryttmästare|50212
32287|Gustaf Johan|Wrede||||||Överstelöjtnant|50212
32294|Anders|Wretling||||||Skomakarmästare|63648
32312|Melchior|Wurmbrand||||||friherre|39714
32326|Thomas|Wyck|1616 - 1677|1616|1677|Beverwijk - Haarlem|Nederland|Konstnär|14183
32335||Vänskapen (Amicitia)||||||personifikation|39779
32424|Carl|Zeiss||||||optiker|36794
32437|Balthasar Johann|Zellner||||||bössmed|50023
32452|Afanasij|Zetnikow||||||kosack|43846
32453|B|Zetri||||||solfjädersfabrikant|39245
32457|Christoffer|Zetterberg||||||klingsmed|41974
32477|G|Ziegler||||||klingsmed|47865
32492|Hans Christian|Zimmermann (Timmermand)||||||bössmed|41224;41225
32511|Adrian|Zingg|16.4.1734 - 26.5.1816|1734|1816|S:t Gallen - Leipzig|Schweiz - Tyskland|konstnär|15677;15673
32519|Johannes|Zizka|||||||28386
32585|von|Zvepffel||||||Löjtnant|45470
32587|von|Zylinilzki||||||Löjtnant|45470
32592|L|Zällner||||||tryckare|32590
32595|Benjamin|Zöffel (Zeffel, Scheffel)||||||bössmed|40240
32604|Sven|Åberg||||||bössmed|40848
32627||Åkerhielm||||||friherre|46568
32630|Conrad Reinhold|Åkerhielm||||||överste|40201
32637|Nils|Åkerman||||||klingsmed|50110
32640|Petter|Åkerman||||||guldsmed|17135
32661|Åke|Åmell||||||Antikhandlare|47676;55200;43468;42513;49564;49563
32662|Tor Olsen|Åmodt (Aamodt)||||||herr|49311
32672|Anna Emilia|Ädelgren||||||fröken|39216
32683|C O|Öberg|||||||68458
32713||Öman||||||livdrabant|68986
32724|Johan Gustafsson|Örnevinge||||||Häradshövding|34338;34339
32754|Emilie|Österman f. Brock||||||Professorska|50055;47921;49921;47536;47020
32757|Hilda|Österman f. Wessén||||||Professorska|49921
32855||Armémuseum||||||Museum|45775;47596
32928||Arbetar-Boden|||||||19203
32929||Arboga faktori||||||Vapenfabrik|59744;59745;59743;59898;59748;59749;67562;42528;42507;42520;41667;41081;52845;46561;59825;59829;59754;66057;58620;55445;42513;40781;42519;59752;59751;42530
32978||Artilleria Fabrica Nacional||||||Vapenfabrik|43626
33037||Bagaresällskapet i Stockholm|||||||17382;17135
33042||Bally||||||Skomakeri|48700;48627;48645;57090
33044||Baltiska utställningen|||||||17556;17992;17574
33059||Bastman, Georg A AB||||||Vapenfirma|42184;42307;41271;45137;45822
33096||Bergshammarrustkammaren||||||rustkammare|57132
33124||Bielke, grevliga ätten nr 29|||||||34188;23227
33131||Bing & Gröndahl||||||porslinsfabrik|17857;17772
33256||Fisch & Cie|||||||37996
33346||Fabrica Reale do Toledo||||||Vapentillverkare|52103;41871
33356||Fabrique Royale de Herzberg||||||Vapentillverkare|47847
33528||Börre & Lorenzen & Co||||||Skrädderi|51860
33548||Carl Gustafs stads gevärsfaktori||||||Vapentillverkare|40749;47528
33561||AB Celer|||||||8397
33601||Citadellets (Kasbans) fängelse|||||||7820
33611||Cloetta|||||||13497
33637||Croissant & Lauenstein|||||||41043
33665||Damer på Södermalm|||||||53736
33774||Fortifikationsförvaltningen|||||||58957
33825||Frimurarorden||||||Ordenssällskap|38864
33884||Hurrell||||||Skomakeri|48654
33890||Husqvarna Vapenfabriks AB||||||Vapentillverkare|65684;41556;67255;70192;67218
33902||Hütendorffer (Huetendorffer)||||||ammunitionstillverkare|47828
33903||Haandvaabenvaerkstedene||||||Vapentillverkare|38585
33946||La Royale|||||||38110;38112
33978||Hästutställningen|||||||52015
34113||Kungl. Husgerådskammaren|||||||43616
34220||Gamba|||||||53917
34234||Garrard & Co, R & S||||||guldsmedsfirma|36520
34236||La Diadema, Gathmann H.nos|||||||37963
34632||Loden-Frey||||||Skrädderi|48495
34655||Livrustkammaren||||||museum|69295;58954;40598;44128;60988;66593;57197;57195;57194;57198;42012;40600;47746;47744;55427;53811;56442;41122;38868;60086;68162;53396;40247
34666||Luna (Lindahl & Nermark)|||||||54704
34682||Modern Skoateljé|||||||63790
34701||Lyseum||||||skola|47529;47528
34765||Manufacture de Versaille||||||Vapentillverkare|45756;41163;45925;45909
34831||Militär Ekiperings Aktiebolaget (MEA)||||||Skrädderi|49450;49449;45505
34910||Journal des demoiselles|||||||11540
34916||Julbocken|||||||13202
34925||Jäders bruk||||||järnbruk|42296
34931||Jägerskiöld|||||||45993
35001||Karnet & Kysely|||||||37938;37936;37934
35023||Kembel||||||Skomakare|63984
35039||Kungl. Flottan|||||||47842
35051||Kungl. Hovstallet||||||stall|41042;41040;44544;41037;41036;41035;41034;41033;41039;41038
35080||Kungl. Klädkammaren|||||||38860;38861;38409;37050;41576;36735;37017;38859;38858;56285;38856
35090||Kungl. Majestäts Orden (KMO)|||||||36587;69152;36589;36588;38817;38816;38819;38818;38290;38295;37613;36590;36989;38282;38601;37056;38413;37104;37102;36613;37219;42042;42044;61239;38870;36991;37020;38408;37024;37026;37029;38407;38278;37130;37222;37095;42909;38821;37032;38534;37031;38307;36937;38309;37122;37123;38851;38850;38853;38852;38855;38854;42031;42039;38315;38313;38311;37153;37157;38594;61240;38848;38849;38846;38847;38845;36700;38320;37094;38318;37096;37142;38327;46170;37144;37145;38872;38871;55479;37174;37173;38443;37067;38331;37063;38333;38866;38869;37162;38342
35120||Kongelig Dansk Porcelainsfabrik|||||||17794;17739;17561;17659;17432
35181||Krim||||||khanat|44502
35251||Kunstindustrimuseet Oslo||||||Museum|69295
35469||Mästaren med slotten||||||stockmakare|39786
35481||Nationalmuseum||||||Museum|39210;43913;39181
35534||Quedlinburgs adliga jungfrustift||||||Stift|36682
35540||Älvdalens porfyrverk||||||porfyrverk|46466;46468
35561||Örebro gevärsfaktori||||||Vapentillverkare|39426
35577||Stora rustkammaren||||||rustkammare|44445
35648||Riksarkivet|||||||39161;37667
35667||Rayne H & M||||||Skomakeri|48655;48651
35847||Newcastle Company Ltd|||||||65958
35882||NK Boutique||||||Skrädderi|48432
35883||NK:s franska damskrädderi||||||Skrädderi|51621;51835
35888||Nordiska museet||||||Museum|37065;70363;37116;46829;70362
35930||Norrköpings faktori||||||Vapentillverkare|60022;59062
35942||Norrtälje faktori||||||Vapentillverkare|47529
36054||Ornö Jaktklubb|||||||41302
36148||Rimmel E||||||solfjädersmakare|39252
36213||Ryska staten|||||||54286;47681;46591;54288;54292
36221||Kungl. Räntekammaren|||||||37553
36261||Sackermann, Hessenberg & Co|||||||39508;52181;39020
36271||Sala silvergruva||||||Bergslag|68567
36277||Salstakopisten|||||||25038
36329||Sébah & Joaillier|||||||10010
36336||Senaten i Venedig|||||||40824;40823
36341||Setroretsk Gevärsfabrik (Süsterbeck)|||||||47681
36343||Sèvres Manufacture de céramique|||||||17993
36352||Statens historiska museum||||||Museum|55528;37448;63585;56870;37472;37470;37476;48526;37478;37456;36660;37027;38522;36658;36687;37343;36901;37114;47432;37498;37954;37112;46146;39108;37078;36886;36931;37959;37506;64070;37143;37446;37508;64338;36506;37034;38202;37180;36659;37107;40243;36936;40241;37961;36505;36504;36933;36934;37330;36503;38346
36400||Skara stift||||||Stift|53335
36406||Skattkammaren|||||||36506;37612;36505;36504;38337;36503
36418||Skoklosters slott||||||Museum|24666;26974;21861;34188;46805;37961;24457;56440;24752
36480||Smith & Wesson||||||Vapentillverkare|43620;43621
36516||Solliden|||||||57818
36531||Svenska Porträttarkivet|||||||24752
36556||Sovjetunionen|||||||48067
36580||Statskontoret|||||||39121
36608||Stockholms Flaggfabrik AB|||||||57818
36644||Svenska Kennelklubben|||||||37735;52991
36648||Sveriges Kvinnor|||||||53735
36688||Svenska Vapen-och Ammunitionstfabriken AB||||||Vapentillverkare|38585
36717||Svea orden||||||Ordenssällskap|41096
36809||Sy & Wagner|||||||38097;43616
36844||Tania||||||Skomakeri|48657
36976||Susterbek gevärsfabrik||||||Vapenfabrik|48067
37003||Tidö-rustkammaren||||||rustkammare|39719;39718;40157;40163;52898;55423;41747
37023||Topkapi-verkstäderna||||||hovverkstäder|53679
37055||Tretorn||||||gummifabrik|46894
37099||Tureholmsrustkammaren||||||rustkammare|46515;43021;42254;42007;50272;40149;54408;54581;54446;54397;50367;46173;53888;54392;40947;40148;42792;49192;41746
37117||Tylenc||||||firma|48707
37132||Töjhuset, Arsenalen, Köpenhamn||||||arsenal|38571
37134||Töjhusmuseet||||||Museum|38568
37184||Uppsala domkyrkoförsamling||||||Församling|36460;41928
37186||Uppsala universitet||||||universitet|68066
37187||Museum Gustavianum (Uppsala universitets museum för nordiska fornsaker)||||||Museum|39631
37214||Utredningsförrådet||||||Militärförråd|50190
37226||Vadstena adliga jungfrustift||||||Stift|37501
37414||Kungl. Vitterhets- Historie och Antikvitetakademien|||||||39335;38202
37527||Yttergrans församling||||||Församling|41876
37926||Ekstedt & Collander||||||tyghandlare|63648
37997||Eskilstuna fristad||||||Manufaktur|42109
38038||Fersenska rustkammaren||||||rustkammare|39389
38115||Brahe, grevliga ätten nr 1|||||||21421;21460;22922;22923;22921;22930;22924;22932;36345;22929;22928
38116||Braherustkammaren||||||rustkammare|34036;39515
38182||Bukowskis Konsthandel||||||Konsthandel, auktionsfirma|17479;17678;13516;20278;13515;16688;42001;17401;13480;43766;11702;43584;17793;47596;17400;17396;11673;11674;11675;17482;14183;14187;42115;42111;11531;46256;14117;43196;17850;17700;43741;56820;14121;17421;11696;11697;11513;16391;17306;17307;17431;15550;69948;17809;17536;17651;17967;11495;11629;17886;17602;11339;11338;16426;13511;16423;13887;13454;11530;13452;11535;11514;41976;17703;17453;17450;17563;59538;17519;11520;17513;17510;17517;18038;17821;17514;17597;11528;11529;17505;17467;17465;13470;17664;13375;13478;13479;11496;16697;16696;45893;42068;51098
38197||Bury & Leonhard|||||||38015;38013
38518||Kinnekulle församling, Forshems kyrka||||||Församling|47657
38757||Innocence-orden||||||Ordenssällskap|38145
39026||Gustavsbergs Porslinsfabrik|||||||13476;13363;18000;13365;13453
39033||Guyot-Germain-Dechazelle||||||Textilfabrik|56345
39084||Halldins ateljé||||||reklamateljé|67098
39152||Leumas, J & L||||||urmakare|37658
39565||Miller & Co|||||||50555
39603||Märthaskolans franska avdelning||||||Skrädderi|48449;68741;48447;47626;48446
39660||Ströms skofabrik|||||||63936
40043||Scharffenberg, G A|||||||37999;38001
40149||Richard & Quesnel||||||Konstgjutare|45185
40310||S. Skoglunds Guldsmeds AB||||||guldsmed|38306;38280;38302;38301;38329;38330
40837||Wilkinson & Son, (& Sons)|||||||51707
40905||Wrangel af Salmis||||||grevliga ätten nr  13|24933
40955||K Räntekammaren|||||||38202
40970|Tina|Millar|||||||55528
40973||Gustaf V:s arvingar|||||||38060;38024;38044
40974||Hovmarskalksämbetet|||||||38060;38024;38044
40996|C J|Buls||||||guldsmed|37998
41074||Karl XV:s arvingar|||||||37446;37448
41088||Ture Bielkes arvingar||1899|1915||||46515;50272;54408;54446;54397;50367;46173;53888;40947;42792;49192;41746
41110||Birgitta av Sverige|*19.1.1937|1937||Haga slott|Sverige|prinsessa|48451
41113|Jeanette|Stenbock|||||||13471
41200|Jacob Gustaf|De la Gardie|1768 - 1842|1768|1842|Löberöd|Sverige|greve, riksråd|37613
41235||Rue Thiroux||||||porslinsfabrik|17484
41246||Österhaninge församling||||||Församling|47432
44124||Roias, Johannes de|||||||106139
45060||Zeüner, Johann Joachim|||||||109418
45308||Ghotan, Bartholomeius|||||||95922
47512||Hornius, Georg; (död 1670)|||||||100881
49374||Birgitta|||||||95922
49496||Jansson, Johann|||||||100881
52545||Denhoff, Jan; Denhoff, Krzysztof|||||||97921
54234||Goos, Abraham; Enden, Josua van den; Keere, Pieter van der; Savery, Salomon; Hamersvelt, Evert Symonsz; Rogiers, Salomon; Janson, Johann|||||||100881
54569|Joseph|Parrocel|1646 - 1704|1646|1704||Frankrike|Konstnär|24476;24474;24475;24472;24470;24471
56593|Joan|Blaeu|1596 - 1673|1596|1673|||Kartograf, tryckare, förläggare|110022
57029||Neuver, Lars|||||||95922
57209|Johan|Beckman||||||Förläggare|11903
57303||Mikołaj Szarffenberger|||||||91820
60354||Vascosanus|||||||106139
62270||Hewich inventor|||||||100881
63205||se förl.|||||||106139
65516||Ranavalona II av Madagaskar|182*9 - 1883+|1829|1883||Madagaskar|drottning|40519
65517||Rainilaiarivony|1828* - 1896+|1828|1896||Madagaskar|premiärminister|40519
65704||Maison Lattes, L. Rosen & Cie||||||guldsmedsfirma|37948;37947
65734||Helgeandsholmen|||||||56870
65750|Frederico G|Da Costa||||||hovjuvelerare|38103;38101
65757||Johanniteralliansen||||||Orden|38148
65797||Ryningsbergsrustkammaren||||||rustkammare|41676;39830;39630;39665;41109;39767;41110;41111;40700;39675;39828;43439;52437;39525;39362;54182;39766;48256;39648
65798||K. Krigskollegium, Sverige|||||||45775
65806||Vira bruk||||||klingtillverkare|41929;42196;41932;53658;40958;41688
65948|Francis|Burton||||||doktor|45185
65949|Joseph William|Rubidge|1802 - 1827|1802|1827|||konstnär|45185
66047||Olof Fredsberg||||||Konstnär|109472
66083|C. S.|Olsen||||||Guldsmed|20796
66229|Emma|Kongsböll||||||Konstnär|17857
66464|David|Pärlestickare||||||pärlstickare|55955
66485|Johan|Herman||||||Livskräddare|55861
66486|Mårten|Balko||||||Skräddare|55861;58539
66498|Léger|Trémeau||||||hovbrodör|67848
66501|Nils|Björck||||||buntmakare|55686
66508|Johan Adam|Ströwer||||||livskräddare|62593
66541|Anders|pärlstickare||||||pärlstickare|42653
66714|Bernolf|von Craylsheim||||||hovmarskalk|67775
66901|Carl|av Hessen-Philippsthal|1803 - 1868|1803|1868|||Lantgreve|13512
66930|Ernst Eugen Carl August Bernhard Paul|af Hessen-Philippsthal|1846 - 1925|1846|1925|||Lantgreve|13512
66935|Marie|Billman||||||Fröken|20278
66958|Nikolai Paul Fromhold Pontus|Stenbock|1840 - 1902|1840|1902|Gottenvik, Östergötland / Narva||Greve|13500
66964|Charlotta Ida Horatia|Bonde af Björnö, f. Marryat|1841 - 1910|1841|1910||||11537
66970|José|Argaiz y Vildosola||||||Chargé d'affaires|11494
66973|Adolph (Adolf)|Kjellberg|1828 - 1884|1828|1884|Svednäs, Värmland|Sverige|Överläkare|11339;11675
66974|Axel|Ehrenfrid Wibel|*1869|1869|||||11514
66975|Jacob|Wegelius|1779 - 1861|1779|1861|Vårö / Malax|Finland|Präst, läkare|11520
66976|Thure Birger|Wegelius|1822 - 1890|1822|1890|Vårö|Finland|Kyrkoherde|11520
66977|Werner|Wegelius|*1854|1854||Orisbergs bruk|Finland|Bankdirektör|11520
66978|Carl Fredrik|Hellström|*1890|1890||Helsingfors|Finland|Attaché, jur. kand.|13511
66979|Ingeborg Amalia Carolina|Pripp|*1868|1868||||Fru|11528
66980|Knut Otto Alfred|Bohman|*1847|1847||||Konsul|13479
66981|Carl August Fredrik|Åkerhielm af Blombacka|*1855|1855||||Friherre|13480
66982|Theresia|Kjellberg|*1871|1871||||Lärarinna|11339
66983|Signe Hedvig Mathilda|Berglöf|*1863|1863||||Folkskollärarinna|5765
67004|Fredrik Wilhelm|Engblom||||||Guldsmed|16753
67012|Anna|Lindholm||||||Husa|5765
67017|Hans|Grefft|+1645||1645||||28409
